"uri.URI","type.Type","name.Nom","geometry.geometry","rdfs.comment.Description","vocabulary.hasCreationDate.Date.de.création","vocabulary.hasDestructionDate.Date.de.destruction","vocabulary.hasFactorLevel.Modalité.de.facteur","vocabulary.hasGermplasm.Matériel.génétique","vocabulary.isHosted.Est.accueillie","vocabulary.isPartOf.Est.une.partie.de","NA.NA","NA.NA.1","NA.NA.2"
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/72","vocabulary:SubPlot",72,"LINESTRING (0.4165795 44.3321045, 0.4166655 44.3321577)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/73","vocabulary:SubPlot",73,"LINESTRING (0.4160558 44.3317089, 0.4161417 44.3317622)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/74","vocabulary:SubPlot",74,"LINESTRING (0.4161704 44.3317799, 0.4162563 44.3318331)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/75","vocabulary:SubPlot",75,"LINESTRING (0.4162849 44.3318508, 0.4163709 44.331904)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/76","vocabulary:SubPlot",76,"LINESTRING (0.4163995 44.3319218, 0.4164855 44.331975)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/77","vocabulary:SubPlot",77,"LINESTRING (0.4165141 44.3319927, 0.4166 44.3320459)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/78","vocabulary:SubPlot",78,"LINESTRING (0.4166287 44.3320637, 0.4167146 44.3321169)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/79","vocabulary:SubPlot",79,"LINESTRING (0.4161049 44.3316681, 0.4161909 44.3317213)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/8","vocabulary:SubPlot",8,"LINESTRING (0.4156298 44.3322289, 0.4157158 44.3322821)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/80","vocabulary:SubPlot",80,"LINESTRING (0.4162195 44.3317391, 0.4163054 44.3317923)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/81","vocabulary:SubPlot",81,"LINESTRING (0.4163341 44.33181, 0.41642 44.3318632)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/82","vocabulary:SubPlot",82,"LINESTRING (0.4164487 44.331881, 0.4165346 44.3319342)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/83","vocabulary:SubPlot",83,"LINESTRING (0.4165632 44.3319519, 0.4166492 44.3320051)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/84","vocabulary:SubPlot",84,"LINESTRING (0.4166778 44.3320228, 0.4167638 44.3320761)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/85","vocabulary:SubPlot",85,"LINESTRING (0.4161541 44.3316273, 0.41624 44.3316805)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 2
Arbre : 4-1 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 2
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/86","vocabulary:SubPlot",86,"LINESTRING (0.4162686 44.3316983, 0.4163546 44.3317515)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 2
Arbre : 8-5 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 2
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/87","vocabulary:SubPlot",87,"LINESTRING (0.4163832 44.3317692, 0.4164692 44.3318224)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 2
Arbre : 12-9 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 2
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/88","vocabulary:SubPlot",88,"LINESTRING (0.4164978 44.3318401, 0.4165837 44.3318933)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 2
Arbre : 16-13 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 2
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/89","vocabulary:SubPlot",89,"LINESTRING (0.4166124 44.3319111, 0.4166983 44.3319643)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 2
Arbre : 20-17 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 2
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/9","vocabulary:SubPlot",9,"LINESTRING (0.4157444 44.3322998, 0.4158303 44.332353)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/90","vocabulary:SubPlot",90,"LINESTRING (0.416727 44.331982, 0.4168129 44.3320352)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 2
Arbre : 24-21 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 2
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/91","vocabulary:SubPlot",91,"LINESTRING (0.4162032 44.3315865, 0.4162891 44.3316397)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 2
Arbre : 4-1 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 2
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/92","vocabulary:SubPlot",92,"LINESTRING (0.4163178 44.3316574, 0.4164037 44.3317106)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 2
Arbre : 8-5 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 2
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/93","vocabulary:SubPlot",93,"LINESTRING (0.4164324 44.3317284, 0.4165183 44.3317816)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 2
Arbre : 12-9 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 2
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/94","vocabulary:SubPlot",94,"LINESTRING (0.4165469 44.3317993, 0.4166329 44.3318525)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 2
Arbre : 16-13 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 2
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/95","vocabulary:SubPlot",95,"LINESTRING (0.4166615 44.3318703, 0.4167475 44.3319235)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 2
Arbre : 20-17 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 2
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/96","vocabulary:SubPlot",96,"LINESTRING (0.4167761 44.3319412, 0.416862 44.3319944)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 2
Arbre : 24-21 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 2
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/97","vocabulary:SubPlot",97,"LINESTRING (0.4162523 44.3315457, 0.4163383 44.3315989)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 3
Arbre : 4-1 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 3
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
